outrun|(1, [138622])
find|(657, [1628, 2607, 2972, 3321, 3589, 3683, 3871, 4186, 4344, 4720, 5112, 5639, 5683, 6276, 6633, 7378, 7894, 8409, 8559, 8884, 9082, 9121, 9263, 9611, 9810, 10572, 11054, 11446, 11969, 13364, 13466, 13829, 14795, 15557, 16290, 16671, 16894, 19229, 20396, 20634, 20807, 20845, 21135, 21181, 21481, 21598, 21963, 22306, 22438, 23184, 23583, 24644, 26542, 26615, 26631, 28953, 29060, 29316, 30081, 30275, 30287, 30296, 31139, 31270, 31680, 31785, 32606, 32959, 33052, 33730, 33995, 34471, 34776, 35458, 35636, 35800, 36169, 37420, 38805, 40888, 40988, 41505, 41722, 42493, 43001, 43675, 43952, 44095, 44863, 45115, 45583, 45838, 45874, 46006, 46203, 47181, 47225, 47342, 47376, 47794, 48188, 49213, 50292, 51097, 51690, 52091, 52551, 53791, 53965, 54129, 54393, 54664, 54797, 54950, 54976, 54998, 55889, 56050, 56091, 56510, 56570, 56645, 56663, 56677, 57060, 57068, 57146, 57179, 57183, 58250, 58304, 58660, 59603, 59623, 59665, 59700, 59798, 59902, 60019, 60069, 60347, 60363, 60470, 60688, 60813, 60824, 61272, 61297, 61651, 62179, 62413, 62518, 63928, 64218, 64666, 64746, 64851, 65089, 65278, 65344, 65692, 65782, 66103, 66189, 66210, 66352, 66447, 66628, 67465, 68050, 68287, 68374, 69616, 70073, 70287, 72136, 72304, 74757, 74902, 75801, 75857, 75932, 77374, 77596, 77694, 77917, 78963, 79444, 80080, 81305, 81770, 84600, 84919, 85578, 85862, 86003, 87845, 88118, 89348, 89694, 90141, 92231, 92375, 92642, 92708, 93390, 93743, 93794, 94205, 94563, 100849, 100879, 101767, 102510, 103678, 103834, 103887, 103963, 104030, 105091, 105291, 105472, 106798, 108194, 109799, 110206, 110445, 110533, 111306, 112077, 112286, 112951, 113285, 113905, 114513, 115889, 117188, 117242, 117720, 117899, 118011, 118359, 119903, 121400, 121932, 122611, 122756, 125791, 126294, 126543, 127042, 127452, 128223, 130481, 130682, 130765, 132006, 133857, 135191, 136233, 137131, 138356, 138422, 139620, 139953, 140309, 140610, 142338, 143734, 144579, 146165, 147066, 147520, 147983, 148520, 148885, 149525, 150537, 150965, 150988, 151048, 152714, 152717, 153241, 154710, 154755, 155061, 156226, 156886, 157650, 159109, 159364, 159375, 159801, 160817, 161003, 161434, 161581, 162379, 163608, 163985, 164035, 165087, 165255, 165939, 166029, 166105, 166666, 168178, 168683, 169117, 169616, 170306, 171092, 172026, 172535, 173161, 174292, 175119, 176416, 177125, 177336, 178492, 178672, 179647, 180624, 180772, 180956, 181063, 181218, 181638, 181766, 182105, 182871, 183206, 183395, 183495, 183667, 183843, 184018, 184204, 184529, 184732, 184789, 184875, 185204, 185254, 185470, 185984, 186096, 186174, 186271, 187053, 187729, 188481, 188684, 189441, 190256, 191895, 192000, 192357, 192495, 192531, 192886, 193011, 193378, 193501, 194041, 194256, 194376, 194706, 195183, 195791, 196195, 196341, 197959, 198876, 199299, 199952, 200295, 200350, 200996, 202261, 202374, 202567, 202628, 202754, 202810, 203888, 204343, 204703, 204988, 206000, 206172, 206245, 206478, 208099, 208725, 208790, 208877, 209191, 209361, 209473, 210569, 211581, 211694, 211768, 213688, 213739, 213979, 214012, 214793, 214866, 215109, 215443, 215890, 216124, 216711, 216746, 216825, 217319, 217559, 217579, 218010, 218525, 218584, 218681, 218824, 219207, 219264, 219640, 219689, 219742, 219966, 220767, 221177, 221815, 221907, 222066, 222609, 222678, 222882, 223028, 223046, 223167, 223324, 224048, 224153, 224203, 224238, 224269, 224322, 224615, 224770, 224984, 225101, 225162, 225188, 225680, 225720, 225785, 226396, 226473, 226562, 226722, 226932, 227194, 227765, 228339, 228393, 228658, 229164, 229644, 230402, 230650, 230698, 231125, 231394, 231559, 231957, 232244, 233774, 233886, 234358, 234480, 234587, 236859, 238573, 238644, 238736, 238778, 238848, 239229, 239330, 239370, 239466, 239493, 239700, 239768, 239841, 240273, 240446, 240496, 240628, 241012, 241173, 241795, 242111, 242275, 242459, 242644, 242651, 242829, 243395, 243479, 244318, 244468, 244563, 244705, 244755, 244807, 245236, 245270, 246700, 246896, 247076, 247123, 247280, 247629, 249425, 250358, 252117, 253317, 253616, 254056, 254114, 254919, 255950, 257873, 258954, 261319, 265052, 265114, 267458, 268134, 268245, 268345, 268526, 269033, 269974, 270224, 271348, 274944, 275289, 279081, 279646, 279665, 280798, 281589, 281711, 282071, 284256, 284523, 285231, 285923, 286071, 287081, 287324, 287491, 287882, 287972, 288927, 290543, 292484, 293133, 294082, 294453, 294825, 295383, 296783, 297195, 297560, 300026, 303461, 304840, 306535, 307240, 309084, 309225, 309723, 310826, 311008, 311480, 311638, 312833, 315644, 315717, 315778, 316256, 317338, 317419, 317523, 317768, 318327, 319529, 319955, 321419, 321641, 322202, 323170, 324531, 324654, 326072, 326620, 327699, 327779, 329486, 329570, 329771, 329854, 330190, 330274, 330328, 330676, 330812, 333969, 334979, 335248, 338118, 338210, 338927, 339294, 339619, 339767, 339887, 340513, 340826, 341047, 341442, 342349, 342866, 342889, 342941, 344504, 344507, 344582, 348479, 348814, 349609, 349707, 352112, 354576, 354842, 355775, 357602, 358672, 360478])
commingle|(2, [11734, 51176])
fracto|(1, [137769])
acting|(1, [33465])
dispirit|(1, [239737])
demolish|(2, [236692, 330033])
alit|(1, [331443])
deep|(1, [207776])
continued|(1, [322131])
embroider|(1, [269841])
unnerve|(1, [48259])
turf|(1, [65509])
palpitate|(6, [122983, 146330, 148361, 172939, 230926, 329727])
sir|(2, [286074, 308306])
plummed|(1, [202562])
trammpled|(1, [266398])
confine|(29, [7021, 10767, 23173, 50320, 62604, 80177, 93240, 97068, 107761, 119063, 131991, 187357, 188780, 191396, 201572, 240698, 251882, 269977, 270187, 277837, 285723, 286430, 304972, 319428, 320232, 330366, 331643, 332076, 358071])
-dat|(1, [314667])
cave|(2, [234093, 234547])
wag|(1, [159031])
glance|(14, [2654, 47688, 48294, 53098, 81429, 88390, 95337, 99082, 134828, 246667, 260795, 280790, 319972, 323796])
sundown|(3, [196140, 213595, 327848])
shriek|(17, [37365, 78588, 80719, 95604, 122575, 123820, 131171, 148322, 169092, 169845, 210969, 243012, 248565, 251931, 271713, 290194, 360279])
mimic|(1, [265980])
mutilate|(3, [41252, 43118, 51117])
avow|(1, [197939])
merry|(2, [135823, 360883])
gun|(1, [21635])
chequer|(1, [163])
doze|(2, [132314, 315732])
travel|(9, [6223, 7199, 152951, 285077, 287430, 291587, 320714, 321992, 322006])
float|(49, [11289, 11331, 14395, 14514, 52552, 53793, 55890, 58251, 58305, 58586, 58663, 58870, 59624, 59666, 63515, 64754, 91086, 91103, 99911, 100817, 117681, 133109, 133184, 134301, 137189, 138439, 142429, 153494, 155874, 172430, 174120, 175007, 178455, 178502, 178597, 178794, 204549, 206183, 214460, 214913, 216874, 225578, 243980, 245582, 260734, 271991, 282758, 318677, 357153])
argue|(5, [6634, 36056, 54872, 169681, 170150])
abortive|(2, [149927, 341849])
caution|(3, [58065, 82893, 326799])
exact|(3, [3710, 147736, 313155])
chafe|(4, [43033, 177370, 205311, 251302])
even|(7, [66118, 68883, 69674, 197282, 214994, 292194, 335790])
pirouette|(1, [329384])
scrape|(1, [97458])
island|(1, [132820])
wear|(62, [11118, 22981, 28226, 33320, 39516, 53334, 53348, 54291, 56399, 60566, 60623, 91418, 95516, 97020, 98970, 99481, 109196, 117206, 117966, 126927, 128445, 130580, 131369, 132336, 132676, 138034, 166306, 166444, 167318, 189963, 193555, 210611, 243716, 251473, 251513, 254432, 258601, 259094, 261459, 264624, 264631, 264694, 264714, 264779, 264825, 265396, 265441, 267173, 269539, 269649, 270787, 275463, 275855, 283050, 286921, 286973, 297830, 310084, 313048, 338533, 346356, 360555])
stow|(6, [9145, 190985, 195119, 237948, 270600, 271166])
confuse|(6, [100388, 178746, 182009, 264722, 311348, 355264])
door|(2, [346949, 347092])
seraph|(1, [119254])
echo|(6, [56128, 60899, 60917, 237654, 317086, 355248])
shatter|(5, [43230, 77895, 100989, 203142, 308706])
analyse|(1, [37873])
freeze|(2, [78640, 245644])
attain|(54, [4373, 6510, 6840, 7631, 7867, 8522, 9307, 11179, 12857, 13357, 21523, 26016, 26944, 32152, 40142, 43535, 51422, 52236, 60986, 69187, 69613, 71405, 83456, 86655, 103138, 103142, 126462, 138142, 151027, 152333, 156911, 158649, 171171, 178665, 223654, 223939, 225840, 235962, 237268, 237290, 242047, 254760, 257184, 284151, 291978, 319026, 319500, 319591, 320280, 322338, 342928, 344191, 350235, 359680])
plunge|(23, [56989, 80954, 95724, 99459, 101654, 112781, 130469, 134406, 164108, 167501, 198689, 202797, 206068, 206080, 208793, 210415, 213218, 216821, 226113, 240845, 282723, 283663, 330940])
shrug|(2, [323733, 324315])
feed|(3, [112420, 261601, 318255])
account|(29, [4889, 12002, 43025, 52365, 54347, 64395, 70096, 76629, 80197, 84161, 96999, 101029, 101334, 113546, 118363, 140481, 172759, 182427, 183245, 185894, 228385, 267601, 279929, 281195, 282888, 297239, 348737, 350985, 353469])
lips|(1, [117528])
embellish|(1, [87704])
close|(59, [10589, 10854, 10923, 39344, 41679, 42548, 46532, 46576, 46994, 51208, 75284, 81233, 81437, 99338, 100190, 110042, 110261, 118385, 121280, 121895, 122903, 133814, 142115, 147543, 167422, 168049, 168051, 168182, 172354, 180750, 181747, 187705, 188848, 189022, 189426, 200317, 200985, 203207, 212617, 217530, 229323, 229880, 269556, 272171, 278016, 309024, 309494, 323952, 344890, 346827, 347440, 347457, 348427, 349317, 349408, 349612, 349837, 352703, 352756])
disjoint|(2, [186693, 245073])
deuced|(2, [23351, 24995])
forget|(62, [2729, 4206, 4490, 20477, 20589, 20759, 20883, 35518, 40588, 52480, 52667, 66383, 87144, 89881, 92182, 97944, 100271, 101256, 105337, 106894, 117614, 118302, 120494, 127668, 133577, 133890, 134682, 135109, 135112, 136489, 140268, 171106, 174984, 175800, 177279, 180847, 183104, 187934, 200199, 206763, 207490, 246238, 248434, 252200, 258865, 260625, 261256, 261263, 265343, 272482, 273913, 291435, 292647, 303568, 304183, 312338, 313234, 330771, 333648, 337408, 356246, 358439])
eschew|(3, [38228, 143851, 313361])
intersperse|(6, [17259, 25288, 53300, 71702, 156449, 275280])
carry|(66, [3852, 4350, 4367, 7926, 8683, 20187, 20669, 20811, 24960, 25031, 25622, 40004, 51834, 55861, 63300, 67650, 67908, 67981, 72177, 72915, 72990, 80874, 85554, 90838, 96563, 96645, 100649, 146323, 147613, 166747, 177073, 192970, 196972, 198117, 198627, 200820, 200845, 211756, 213178, 213797, 213940, 217542, 219118, 219362, 219862, 220420, 223862, 225053, 231621, 234220, 237824, 265090, 265788, 265801, 275817, 276607, 292566, 301425, 307275, 309191, 310391, 318167, 318467, 331784, 339967, 349164])
secrete|(6, [3576, 21878, 34828, 78967, 86415, 180269])
construct|(22, [3302, 19866, 31967, 32043, 32312, 72960, 94069, 94505, 114905, 115537, 115560, 128115, 140956, 158662, 220123, 220520, 230514, 294035, 294105, 318313, 321163, 344962])
rip|(5, [4500, 54941, 121618, 121705, 236679])
escape|(59, [2821, 8773, 12453, 25003, 45532, 45632, 45727, 46177, 46555, 48009, 48022, 48164, 48747, 50616, 51191, 63333, 71322, 72463, 73297, 77678, 83284, 84137, 84175, 84701, 98427, 101575, 102871, 106236, 107355, 108334, 109943, 122177, 129051, 140092, 140784, 143006, 162862, 173137, 178380, 178619, 188531, 194401, 205595, 212211, 212320, 217078, 231134, 235520, 241619, 244896, 256749, 257596, 258854, 262200, 270283, 283568, 284873, 307564, 319072])
disguise|(3, [164653, 174199, 200044])
fit|(23, [10665, 13049, 45892, 46273, 54134, 60374, 68292, 91449, 103736, 128720, 136020, 163566, 178398, 179568, 180629, 212264, 227473, 239708, 245317, 269829, 286947, 297832, 302109])
captain|(1, [328489])
compete|(2, [161672, 279362])
shelve|(1, [308830])
destruction|(1, [176853])
hens|(1, [219984])
sing|(13, [36445, 36510, 36519, 37013, 37637, 119381, 259232, 267030, 285534, 291386, 301839, 316298, 360894])
pa|(1, [233229])
moderate|(2, [197181, 262258])
insure|(3, [84459, 111487, 127281])
contrive|(39, [2818, 2985, 4090, 12674, 20225, 21736, 34454, 73426, 79041, 89877, 108010, 118878, 147881, 162144, 165112, 165190, 166811, 177171, 180072, 181548, 196678, 199309, 201149, 209707, 212907, 215869, 216643, 217701, 239933, 240965, 242863, 249289, 266567, 272627, 273628, 307524, 307994, 318007, 348643])
defeat|(2, [51331, 273614])
well|(10, [119479, 127277, 136921, 153716, 160862, 168559, 171244, 247320, 325340, 354348])
fourpence|(1, [340911])
discourse|(9, [37695, 51318, 53316, 174230, 262588, 263170, 278711, 293263, 356486])
press|(34, [23035, 46115, 46243, 88694, 109288, 121123, 134491, 142735, 142858, 143698, 180873, 180915, 182901, 184299, 184318, 187627, 195966, 197671, 226737, 250063, 251615, 256857, 264332, 270047, 280405, 281059, 281339, 290163, 294951, 305298, 311353, 323945, 355567, 357503])
wine|(1, [167030])
characterize|(7, [48682, 120553, 145787, 208372, 299877, 307055, 338158])
vouchsafe|(1, [25147])
idolatry|(1, [248189])
gentle|(2, [102621, 102684])
rarefaction|(1, [7445])
transfer|(2, [72810, 174375])
lef|(2, [26464, 266210])
heed|(3, [26208, 250347, 271523])
vex|(6, [29394, 113017, 130731, 162485, 168202, 169140])
punish|(5, [34714, 266915, 293082, 293696, 317848])
toil|(4, [115752, 181922, 299180, 358276])
tall|(1, [35650])
pound|(1, [3959])
complete|(27, [1123, 3634, 7180, 10954, 13262, 24564, 25495, 30634, 70998, 72586, 76505, 79079, 84495, 128691, 139554, 141748, 172532, 191917, 192549, 236788, 238020, 243015, 244418, 266437, 298545, 308316, 315691])
fix|(6, [17359, 48381, 72670, 311734, 345603, 346922])
wherewith|(2, [322455, 330982])
infect|(5, [21610, 27111, 120630, 286469, 356000])
roughen|(1, [100999])
arm|(16, [28793, 39404, 79595, 199866, 218161, 218256, 225975, 227081, 227269, 227326, 228823, 230465, 233138, 256642, 275738, 330237])
personate|(1, [328869])
chide|(1, [313686])
dare|(29, [4171, 26740, 35760, 70323, 83164, 83183, 83389, 95334, 100194, 100633, 114399, 122425, 122425, 122429, 122472, 122476, 126126, 126140, 138858, 141875, 148213, 212685, 254862, 302534, 317069, 319459, 320230, 331702, 361253])
motion|(2, [135564, 309176])
waken|(2, [13244, 111778])
muddle|(1, [345361])
quicken|(1, [131202])
yell|(2, [236554, 305520])
pat|(3, [113875, 186119, 227969])
des|(2, [51504, 131443])
miss|(18, [4876, 18308, 34512, 57234, 60431, 60626, 60820, 84525, 84883, 127499, 181814, 186161, 187480, 194149, 199225, 228309, 234526, 320433])
abate|(6, [163311, 179719, 195593, 202709, 204478, 215080])
curse|(9, [98824, 123755, 123870, 124200, 166604, 210752, 252829, 324383, 340797])
hitherto|(12, [13624, 14175, 55708, 89471, 105179, 163655, 203640, 223133, 257340, 264220, 316232, 322476])
prudent|(1, [22918])
rein|(1, [116186])
domesticate|(4, [37149, 93846, 113885, 229959])
naked|(3, [35841, 208038, 230326])
thwart|(4, [161887, 166877, 270739, 336334])
flaunt|(2, [174054, 174832])
compile|(1, [76543])
remunerate|(1, [292159])
present|(63, [12441, 40903, 66842, 66857, 66883, 72602, 74468, 75571, 88677, 112057, 112807, 115084, 115196, 118934, 127605, 130356, 134278, 144377, 147571, 165545, 166413, 167554, 183937, 186387, 189972, 192788, 199516, 200201, 204635, 210842, 221605, 226643, 229205, 231579, 243249, 244921, 252468, 253726, 255149, 255713, 257350, 257541, 258741, 263321, 267125, 277785, 285463, 286958, 303871, 305891, 309166, 309699, 311328, 313659, 318959, 325037, 334300, 334491, 334948, 344877, 352978, 354867, 357003])
reclosed|(2, [41961, 46145])
spade|(1, [24049])
pondering|(1, [182550])
sail|(26, [77098, 175632, 179988, 182521, 195392, 195439, 195489, 198840, 218330, 218392, 220043, 222331, 222544, 222596, 223150, 224032, 224479, 225747, 245377, 274208, 274338, 274355, 311325, 324505, 325060, 325104])
elude|(6, [52706, 64333, 108354, 164167, 330064, 348899])
proceed|(172, [1212, 2545, 3037, 3111, 3878, 5126, 7838, 9914, 14930, 19834, 22874, 24822, 25184, 25379, 27514, 29637, 31423, 31690, 33156, 33593, 33742, 34016, 34632, 36928, 38372, 40301, 40838, 42738, 42935, 43900, 45973, 52756, 59560, 60686, 61457, 61762, 61854, 62463, 63267, 64124, 65014, 69625, 70703, 72652, 74191, 74587, 83596, 84298, 84864, 86373, 86904, 89104, 92281, 97303, 103873, 109390, 109651, 109880, 110872, 113879, 115366, 121930, 122167, 127650, 127941, 130112, 134861, 139223, 139783, 142452, 143097, 145827, 148772, 149029, 156219, 158914, 167982, 174717, 176020, 177590, 180106, 180527, 180616, 181080, 181387, 183983, 184276, 185208, 185257, 186430, 187240, 188334, 189008, 189239, 189956, 190288, 191433, 191903, 192058, 193154, 193863, 199876, 200106, 200975, 203009, 205940, 206033, 206306, 208166, 213138, 213435, 218498, 220243, 221037, 222942, 224585, 224746, 226573, 227279, 227819, 230956, 231147, 231851, 232622, 233246, 233353, 238321, 238538, 239315, 240077, 241222, 241509, 243173, 255754, 256477, 257014, 264935, 265058, 265188, 271094, 277671, 285385, 291000, 291299, 294086, 296970, 301125, 303853, 304686, 306215, 308138, 308795, 309808, 319226, 319271, 319677, 319713, 327486, 328077, 329502, 330711, 332050, 340257, 344792, 344849, 345640, 345848, 346865, 347438, 354174, 354689, 355759])
islands|(4, [197370, 221151, 223896, 224766])
dally|(3, [119298, 143534, 173817])
reviendrai|(1, [324323])
apply|(38, [3250, 40401, 51666, 72108, 72290, 79752, 84672, 86946, 110539, 136313, 145556, 145849, 183398, 194236, 236607, 246528, 257831, 259692, 265521, 269493, 287174, 296057, 297058, 301086, 306374, 313479, 330309, 330668, 332274, 337344, 346642, 347471, 350825, 354685, 355624, 355837, 356430, 359752])
join|(15, [189717, 191440, 210775, 211744, 223588, 227717, 229462, 230095, 236136, 256637, 262328, 290169, 290653, 299857, 299970])
odd|(2, [85792, 85895])
enrich|(2, [150254, 342185])
talking|(1, [318422])
wield|(4, [43197, 83465, 134990, 275561])
cabbage|(1, [280929])
gnarl|(1, [25759])
holding|(2, [5115, 346777])
opposite|(4, [56316, 134138, 181599, 353044])
boot|(1, [141465])
readjust|(3, [191421, 193141, 195810])
unfold|(2, [297267, 354724])
methodize|(1, [76891])
palm|(1, [330617])
swelter|(1, [96221])
sunset|(4, [16436, 77293, 189666, 219088])
congratulate|(9, [121454, 140082, 181836, 203080, 209744, 237020, 237197, 265076, 335019])
bluster|(1, [302568])
heat|(1, [30724])
uplift|(15, [58704, 116746, 120807, 121583, 121852, 128158, 145385, 148263, 148265, 171764, 180482, 184742, 290043, 326707, 357915])
madness|(1, [114654])
lessen|(1, [583])
refresh|(4, [20740, 160410, 213567, 217624])
protect|(5, [19000, 120270, 165640, 187612, 315127])
dislodge|(2, [115004, 139990])
behave|(15, [56434, 68719, 196480, 201013, 232846, 266740, 273256, 287726, 288953, 288977, 289811, 290505, 290531, 304872, 325927])
retouch|(1, [331794])
comfort|(2, [168674, 313062])
subtend|(5, [14319, 15022, 15481, 15572, 321476])
vary|(16, [14335, 32125, 86289, 94208, 104144, 107859, 117779, 124716, 135017, 154425, 156121, 159752, 190053, 322355, 340770, 361373])
counterfeit|(3, [39334, 103690, 290398])
refine|(2, [94692, 104872])
create|(33, [10719, 55174, 57319, 70536, 71736, 73575, 91809, 94027, 106974, 106976, 107057, 107926, 131453, 145267, 145619, 152218, 154266, 200866, 216939, 231349, 237275, 240631, 255291, 259387, 268482, 271809, 277519, 288264, 307537, 344058, 354231, 354241, 354991])
pique|(1, [53147])
pucker|(3, [269241, 275541, 314600])
live|(71, [5864, 5895, 12238, 20161, 20435, 39117, 41577, 42371, 47361, 54388, 57439, 69167, 69443, 75614, 75616, 82644, 93215, 93810, 100222, 112912, 125548, 129806, 144663, 145397, 149095, 150647, 160161, 170135, 170432, 173471, 177276, 182927, 189819, 190369, 191842, 204807, 207532, 212565, 250979, 251288, 251825, 252089, 252925, 252961, 253015, 253179, 258857, 261400, 272985, 273653, 279027, 279605, 287798, 290893, 301577, 301991, 304631, 307592, 318506, 319183, 326334, 334725, 335177, 335455, 341165, 342520, 351405, 356330, 356604, 359841, 360780])
animal|(1, [19586])
trustingly|(1, [129777])
cross|(43, [19217, 25155, 40231, 56338, 56540, 68836, 69531, 71635, 71829, 72987, 74056, 76331, 76338, 98015, 98397, 98744, 99660, 122758, 139775, 139818, 141807, 142327, 148443, 154806, 161211, 166722, 166729, 168657, 187742, 218401, 218462, 220497, 223301, 224125, 224835, 225119, 229020, 230254, 256033, 340056, 346412, 355054, 357264])
repay|(2, [183375, 292429])
fatten|(1, [302416])
release|(5, [51241, 65881, 189709, 204885, 241363])
emboss|(1, [29214])
modulate|(1, [117819])
smack|(1, [344785])
despise|(7, [65919, 72912, 87521, 163235, 262061, 337284, 356248])
split|(4, [96486, 227910, 235372, 236676])
next|(1, [301135])
ram|(2, [336879, 336889])
